"Date","School","Mention_Volume","Seed","Time","TournamentRound","IsWinner","SeedDifference","UpsetWin","UpsetLoss","FavoriteWin","FavoriteLoss","UnderdogWin","UnderdogLoss","SizeSetting","Control","F20Enrollment","Major","EndDate","IsMarchMadness","IsGameDay"
2023-03-14,"Northwestern University",1314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Private not-for-profit",22603,1,2023-03-19,1,0
2023-03-14,"University of Iowa",926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",30318,1,2023-03-17,1,0
2023-03-14,"Boise State University",433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",24069,0,2023-03-17,1,0
2023-03-14,"Baylor University",562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Private not-for-profit",19297,1,2023-03-20,1,0
2023-03-14,"Grand Canyon University",265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Private not-for-profit",103427,0,2023-03-18,1,0
2023-03-14,"University of Texas at Austin",2327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",50476,1,2023-03-27,1,0
2023-03-14,"West Virginia University",77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",26269,1,2023-03-17,1,0
2023-03-14,"Texas Christian University",465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, highly residential","Private not-for-profit",11379,1,2023-03-20,1,0
2023-03-14,"Mississippi State University",2537,11,"Late Evening","First 4",0,0,0,0,0,0,0,0,"Four-year, large, primarily residential","Public",22986,1,2023-03-15,1,1
2023-03-14,"Kansas State University",917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",20854,0,2023-03-26,1,0
2023-03-14,"Virginia Commonwealth University",481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",29070,0,2023-03-18,1,0
2023-03-14,"University of Connecticut",1435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, highly residential","Public",27215,1,2023-04-04,1,0
2023-03-14,"Pittsburgh University",4671,11,"Late Evening","First 4",1,0,0,0,0,0,0,0,"Four-year, large, primarily residential","Public",32277,1,2023-03-20,1,1
2023-03-14,"Iowa State University",744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",31822,1,2023-03-18,1,0
2023-03-14,"University of Southern California",1459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Private not-for-profit",46287,1,2023-03-18,1,0
2023-03-14,"Creighton University",529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, highly residential","Private not-for-profit",8770,1,2023-03-27,1,0
2023-03-14,"Auburn University",139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",30737,1,2023-03-19,1,0
2023-03-14,"Marquette University",828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, highly residential","Private not-for-profit",11550,1,2023-03-20,1,0
2023-03-14,"Saint Mary's College",438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, highly residential","Private not-for-profit",3439,0,2023-03-20,1,0
2023-03-14,"University of Houston",2364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",47090,0,2023-03-25,1,0
2023-03-14,"Florida Atlantic University",516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",30805,0,2023-04-02,1,0
2023-03-14,"San Diego State University",783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",36334,0,2023-04-04,1,0
2023-03-14,"University of Memphis",1070,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",22205,1,2023-03-18,1,0
2023-03-14,"University of Vermont",330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, highly residential","Public",13292,0,2023-03-18,1,0
2023-03-14,"Texas Southern University",611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, primarily residential","Public",7015,0,2023-03-16,1,0
2023-03-14,"Howard University",1918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, highly residential","Private not-for-profit",10859,0,2023-03-17,1,0
2023-03-14,"University of Arizona",1623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",45601,1,2023-03-17,1,0
2023-03-14,"UCLA",2934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, highly residential","Public",44589,1,2023-03-24,1,0
2023-03-14,"University of Tennessee Knoxville",817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",30559,1,2023-03-24,1,0
2023-03-14,"University of Alabama",2406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",22563,1,2023-03-25,1,0
2023-03-14,"University of Kentucky",2660,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",29986,1,2023-03-20,1,0
2023-03-14,"University of Arkansas",1177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",27562,1,2023-03-24,1,0
2023-03-14,"University of Missouri",992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",31089,1,2023-03-19,1,0
2023-03-14,"Texas A&M",1208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",70418,1,2023-03-17,1,0
2023-03-14,"Penn State University",1588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",89816,1,2023-03-19,1,0
2023-03-14,"Kent State University",323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",26822,0,2023-03-18,1,0
2023-03-14,"Princeton University",2736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, highly residential","Private not-for-profit",7853,0,2023-03-25,1,0
2023-03-14,"UC Santa Barbara",333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",26179,0,2023-03-18,1,0
2023-03-14,"Iona University",176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, primarily residential","Private not-for-profit",3590,0,2023-03-18,1,0
2023-03-14,"Purdue University",2759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",46655,1,2023-03-18,1,0
2023-03-14,"University of North Carolina at Asheville",178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, small, highly residential","Public",3363,0,2023-03-17,1,0
2023-03-14,"Southeast Missouri State",852,16,"Late Afternoon","First 4",0,0,0,0,0,0,0,0,"Four-year, medium, primarily residential","Public",10001,0,2023-03-15,1,1
2023-03-14,"Kennesaw State University",271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",41181,0,2023-03-18,1,0
2023-03-14,"Drake University",251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, highly residential","Private not-for-profit",4774,0,2023-03-18,1,0
2023-03-14,"University of Louisiana at Lafayette",230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",16450,0,2023-03-17,1,0
2023-03-14,"Furman University",283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, small, highly residential","Private not-for-profit",2567,0,2023-03-19,1,0
2023-03-14,"Northern Kentucky University",222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",16211,0,2023-03-17,1,0
2023-03-14,"College of Charleston",799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, primarily residential","Public",10384,0,2023-03-17,1,0
2023-03-14,"Oral Roberts University",390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, highly residential","Private not-for-profit",4317,0,2023-03-17,1,0
2023-03-14,"Fairleigh Dickinson University",267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, primarily residential","Private not-for-profit",7479,0,2023-03-20,1,0
2023-03-14,"Texas A&M Corpus Christi",510,16,"Late Afternoon","First 4",1,0,0,0,0,0,0,0,"Four-year, medium, primarily residential","Public",10820,0,2023-03-17,1,1
2023-03-14,"Gonzaga University",533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, highly residential","Private not-for-profit",7295,0,2023-03-26,1,0
2023-03-14,"Montana State University",171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",16218,0,2023-03-18,1,0
2023-03-14,"Colgate University",213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, highly residential","Private not-for-profit",3054,0,2023-03-17,1,0
2023-03-15,"University of Nevada Reno",1456,11,"Late Evening","First 4",0,0,0,0,0,0,0,0,"Four-year, large, primarily nonresidential","Public",20722,0,2023-03-16,1,1
2023-03-15,"University of Virginia",1554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",25628,1,2023-03-17,1,0
2023-03-15,"Arizona State University",3902,11,"Late Evening","First 4",1,0,0,0,0,0,0,0,"Four-year, large, primarily residential","Public",74795,1,2023-03-18,1,1
2023-03-15,"Duke University",3436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, highly residential","Private not-for-profit",16172,1,2023-03-19,1,0
2023-03-15,"Utah State University",421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",27691,0,2023-03-17,1,0
2023-03-15,"University of Kansas",3123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",26744,1,2023-03-19,1,0
2023-03-15,"North Carolina State University",837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",36042,1,2023-03-18,1,0
2023-03-15,"University of Miami",2188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Private not-for-profit",17809,1,2023-04-02,1,0
2023-03-15,"Providence College",323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, highly residential","Private not-for-profit",4821,1,2023-03-18,1,0
2023-03-15,"Xavier University",323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, primarily residential","Private not-for-profit",7061,0,2023-03-25,1,0
2023-03-15,"Indiana University Bloomington",1134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",43064,1,2023-03-20,1,0
2023-03-15,"University of Maryland",2793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",40709,1,2023-03-19,1,0
2023-03-15,"University of Illinois Urbana-Champaign",1403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",52679,1,2023-03-17,1,0
2023-03-15,"Michigan State University",2110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",49695,1,2023-03-24,1,0
2023-03-15,"Northwestern University",1446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Private not-for-profit",22603,1,2023-03-19,1,0
2023-03-15,"University of Iowa",1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",30318,1,2023-03-17,1,0
2023-03-15,"Boise State University",576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",24069,0,2023-03-17,1,0
2023-03-15,"Baylor University",738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Private not-for-profit",19297,1,2023-03-20,1,0
2023-03-15,"Grand Canyon University",474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Private not-for-profit",103427,0,2023-03-18,1,0
2023-03-15,"University of Texas at Austin",2694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",50476,1,2023-03-27,1,0
2023-03-15,"West Virginia University",283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",26269,1,2023-03-17,1,0
2023-03-15,"Texas Christian University",466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, highly residential","Private not-for-profit",11379,1,2023-03-20,1,0
2023-03-15,"Mississippi State University",1041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",22986,1,2023-03-15,1,0
2023-03-15,"Kansas State University",1056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",20854,0,2023-03-26,1,0
2023-03-15,"Virginia Commonwealth University",619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",29070,0,2023-03-18,1,0
2023-03-15,"University of Connecticut",999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, highly residential","Public",27215,1,2023-04-04,1,0
2023-03-15,"Pittsburgh University",3334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",32277,1,2023-03-20,1,0
2023-03-15,"Iowa State University",713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",31822,1,2023-03-18,1,0
2023-03-15,"University of Southern California",1959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Private not-for-profit",46287,1,2023-03-18,1,0
2023-03-15,"Creighton University",478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, highly residential","Private not-for-profit",8770,1,2023-03-27,1,0
2023-03-15,"Auburn University",237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",30737,1,2023-03-19,1,0
2023-03-15,"Marquette University",1116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, highly residential","Private not-for-profit",11550,1,2023-03-20,1,0
2023-03-15,"Saint Mary's College",189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, highly residential","Private not-for-profit",3439,0,2023-03-20,1,0
2023-03-15,"University of Houston",1889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",47090,0,2023-03-25,1,0
2023-03-15,"Florida Atlantic University",1013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",30805,0,2023-04-02,1,0
2023-03-15,"San Diego State University",659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",36334,0,2023-04-04,1,0
2023-03-15,"University of Memphis",1039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",22205,1,2023-03-18,1,0
2023-03-15,"University of Vermont",447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, highly residential","Public",13292,0,2023-03-18,1,0
2023-03-15,"Texas Southern University",938,16,"Late Afternoon","First 4",0,0,0,0,0,0,0,0,"Four-year, medium, primarily residential","Public",7015,0,2023-03-16,1,1
2023-03-15,"Howard University",2114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, highly residential","Private not-for-profit",10859,0,2023-03-17,1,0
2023-03-15,"University of Arizona",1481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",45601,1,2023-03-17,1,0
2023-03-15,"UCLA",2555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, highly residential","Public",44589,1,2023-03-24,1,0
2023-03-15,"University of Tennessee Knoxville",1071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",30559,1,2023-03-24,1,0
2023-03-15,"University of Alabama",3136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",22563,1,2023-03-25,1,0
2023-03-15,"University of Kentucky",2493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",29986,1,2023-03-20,1,0
2023-03-15,"University of Arkansas",1474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",27562,1,2023-03-24,1,0
2023-03-15,"University of Missouri",1111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",31089,1,2023-03-19,1,0
2023-03-15,"Texas A&M",1435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",70418,1,2023-03-17,1,0
2023-03-15,"Penn State University",1305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",89816,1,2023-03-19,1,0
2023-03-15,"Kent State University",420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",26822,0,2023-03-18,1,0
2023-03-15,"Princeton University",1810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, highly residential","Private not-for-profit",7853,0,2023-03-25,1,0
2023-03-15,"UC Santa Barbara",531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",26179,0,2023-03-18,1,0
2023-03-15,"Iona University",297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, primarily residential","Private not-for-profit",3590,0,2023-03-18,1,0
2023-03-15,"Purdue University",2230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",46655,1,2023-03-18,1,0
2023-03-15,"University of North Carolina at Asheville",303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, small, highly residential","Public",3363,0,2023-03-17,1,0
2023-03-15,"Southeast Missouri State",228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, primarily residential","Public",10001,0,2023-03-15,1,0
2023-03-15,"Kennesaw State University",333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",41181,0,2023-03-18,1,0
2023-03-15,"Drake University",495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, highly residential","Private not-for-profit",4774,0,2023-03-18,1,0
2023-03-15,"University of Louisiana at Lafayette",364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",16450,0,2023-03-17,1,0
2023-03-15,"Furman University",495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, small, highly residential","Private not-for-profit",2567,0,2023-03-19,1,0
2023-03-15,"Northern Kentucky University",352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",16211,0,2023-03-17,1,0
2023-03-15,"College of Charleston",1180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, primarily residential","Public",10384,0,2023-03-17,1,0
2023-03-15,"Oral Roberts University",347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, highly residential","Private not-for-profit",4317,0,2023-03-17,1,0
2023-03-15,"Fairleigh Dickinson University",1641,16,"Late Afternoon","First 4",1,0,0,0,0,0,0,0,"Four-year, medium, primarily residential","Private not-for-profit",7479,0,2023-03-20,1,1
2023-03-15,"Texas A&M Corpus Christi",395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, primarily residential","Public",10820,0,2023-03-17,1,0
2023-03-15,"Gonzaga University",626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, highly residential","Private not-for-profit",7295,0,2023-03-26,1,0
2023-03-15,"Montana State University",307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",16218,0,2023-03-18,1,0
2023-03-15,"Colgate University",351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, highly residential","Private not-for-profit",3054,0,2023-03-17,1,0
2023-03-16,"University of Nevada Reno",358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",20722,0,2023-03-16,1,0
2023-03-16,"University of Virginia",6332,4,"Early Afternoon","Round of 64",0,9,0,1,0,1,0,0,"Four-year, large, primarily residential","Public",25628,1,2023-03-17,1,1
2023-03-16,"Arizona State University",2777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",74795,1,2023-03-18,1,0
2023-03-16,"Duke University",7374,5,"Early Evening","Round of 64",1,7,0,0,0,0,1,0,"Four-year, large, highly residential","Private not-for-profit",16172,1,2023-03-19,1,1
2023-03-16,"Utah State University",1757,10,"Early Afternoon","Round of 64",0,3,0,0,0,0,0,1,"Four-year, large, primarily nonresidential","Public",27691,0,2023-03-17,1,1
2023-03-16,"University of Kansas",5329,1,"Early Afternoon","Round of 64",1,15,0,0,0,0,1,0,"Four-year, large, primarily residential","Public",26744,1,2023-03-19,1,1
2023-03-16,"North Carolina State University",808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",36042,1,2023-03-18,1,0
2023-03-16,"University of Miami",1418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Private not-for-profit",17809,1,2023-04-02,1,0
2023-03-16,"Providence College",458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, highly residential","Private not-for-profit",4821,1,2023-03-18,1,0
2023-03-16,"Xavier University",613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, primarily residential","Private not-for-profit",7061,0,2023-03-25,1,0
2023-03-16,"Indiana University Bloomington",922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",43064,1,2023-03-20,1,0
2023-03-16,"University of Maryland",10230,8,"Early Afternoon","Round of 64",1,1,0,0,0,0,1,0,"Four-year, large, primarily residential","Public",40709,1,2023-03-19,1,1
2023-03-16,"University of Illinois Urbana-Champaign",2690,9,"Late Afternoon","Round of 64",0,1,0,0,0,0,0,1,"Four-year, large, primarily residential","Public",52679,1,2023-03-17,1,1
2023-03-16,"Michigan State University",1948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",49695,1,2023-03-24,1,0
2023-03-16,"Northwestern University",3613,7,"Early Evening","Round of 64",1,3,0,0,0,0,1,0,"Four-year, large, primarily residential","Private not-for-profit",22603,1,2023-03-19,1,1
2023-03-16,"University of Iowa",2724,8,"Early Evening","Round of 64",0,1,0,0,0,1,0,0,"Four-year, large, primarily residential","Public",30318,1,2023-03-17,1,1
2023-03-16,"Boise State University",1402,10,"Early Evening","Round of 64",0,3,0,0,0,0,0,1,"Four-year, large, primarily nonresidential","Public",24069,0,2023-03-17,1,1
2023-03-16,"Baylor University",669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Private not-for-profit",19297,1,2023-03-20,1,0
2023-03-16,"Grand Canyon University",640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Private not-for-profit",103427,0,2023-03-18,1,0
